"C_CID","C_Distances_1","C_Distances_2","C_Distances_3","C_Distances_4","C_Duration","C_How_Often","C_MainWhere","C_MaxDistance","C_NEW_Estimated_Contact_Time_1","C_NEW_Estimated_Contact_Time_2","C_NEW_Estimated_Contact_Time_3","C_NEW_Estimated_Contact_Time_4","C_NEW_Estimated_Contact_Time_5","C_NEW_Estimated_Contact_Time_6","C_NEW_Estimated_Contact_Time_7","C_NEW_Estimated_Contact_Time_8","C_NEW_Estimated_Contact_Time_9","C_NEW_Estimated_Contact_Time_10","C_NEW_Estimated_Contact_Time_11","C_NEW_Estimated_Contact_Time_12","C_NEW_Estimated_Contact_Time_13","C_NEW_Estimated_Contact_Time_14","C_NEW_Estimated_Contact_Time_15","C_NEW_Estimated_Contact_Time_16","C_NEW_Estimated_Contact_Time_17","C_NEW_Estimated_Contact_Time_18","C_NEW_Estimated_Contact_Time_19","C_NEW_Estimated_Contact_Time_20","C_Number","C_PID","C_Touch","C_Wheres_1","C_Wheres_2","C_Wheres_3","C_Wheres_4","C_Wheres_5","C_Wheres_6"
13,1,0,0,0,0,4,6,1,0.078194,0.057163,0.038486,0.013396,0.027445,0.00076684,0.05368,0.031146,0.015549,0.011125,0.071405,0.032514,0.0074222,0.038503,0.0066466,0.054591,0.050389,0.022633,0.018608,0.062026,2,7,0,0,0,0,0,0,1
0,0,1,0,0,3,1,6,2,16.91,1.4979,10.792,5.3524,1.6446,1.7365,8.0587,1.6906,1.5291,1.8532,2.0896,1.1245,1.8998,1.6917,17.217,1.6626,1.4627,8.2462,2.2967,1.1733,1,8,1,0,0,0,0,0,1
0,1,0,0,0,3,0,1,1,4.5704,16.758,19.011,4.8277,20.741,8.6452,2.0866,1.1012,3.7001,9.3829,4.1588,16.73,7.7829,8.2618,6.4031,3.2501,14.506,1.9655,2.9391,6.0094,1,9,1,1,0,0,0,0,0
1,1,0,0,0,0,4,1,1,0.1286,0.0043474,0.13286,0.012356,0.040728,0.063442,0.11632,0.0084717,0.011497,0.0077323,0.030644,0.12499,0.011038,0.040758,0.00030349,0.12798,0.031404,0.013332,0.036282,0.041522,1,9,0,1,0,0,0,0,0
0,0,0,0,0,3,0,1,-1,1.0243,13.694,2.6441,1.7616,15.083,20.416,1.582,14.902,3.0282,1.2913,7.9245,2.7237,9.4622,1.0615,11.707,12.132,7.4389,9.6675,6.347,5.2413,1,10,1,1,0,0,0,0,0
1,0,0,0,0,2,0,1,-1,0.77649,0.95621,0.6995,0.9343,0.85897,0.74285,0.5709,0.97202,0.68577,0.73116,0.85721,0.62084,0.6824,0.54395,0.84761,0.57033,0.75643,0.94094,0.5049,0.69232,1,10,1,1,0,0,0,0,0
2,0,1,0,0,1,0,2,2,0.41538,0.20842,0.30928,0.17418,0.19173,0.18518,0.33495,0.4434,0.19208,0.34592,0.4327,0.23259,0.39765,0.18019,0.32542,0.36418,0.40295,0.32932,0.37233,0.27037,1,10,1,0,1,0,0,0,0
3,0,0,0,0,0,0,1,-1,0.014954,0.031324,0.035004,0.087161,0.063931,0.078423,0.031427,0.012591,0.00075923,0.022241,0.0003437,0.043232,0.028412,0.094352,0.00031073,0.049605,0.00034416,0.043406,0.028567,0.068421,1,10,1,1,0,0,0,0,0
4,0,1,0,0,0,1,5,2,0.14488,0.073833,0.064354,0.029389,0.029716,0.16179,0.0056433,0.013336,0.040009,0.028212,0.11874,0.096736,0.06388,0.042684,0.02132,0.0025855,0.050903,0.15482,0.066237,0.00029811,1,10,0,0,0,0,0,1,0
5,1,0,0,0,2,2,6,1,0.84996,0.69688,0.82165,0.64836,0.90779,0.9799,0.77403,0.77981,0.83796,0.81626,0.79227,0.90717,0.54806,0.99866,0.71619,0.51062,0.65641,0.53478,0.69745,0.74182,1,10,0,0,0,0,0,0,1
6,0,1,0,0,3,0,2,2,14.357,1.5222,6.4778,13.873,5.1635,19.841,1.442,1.779,1.6346,3.3253,1.3569,4.6523,9.3063,21.306,2.8419,2.0605,1.8237,5.959,22.115,7.6171,1,10,1,0,1,0,0,0,0
7,1,0,0,0,3,3,6,1,5.2758,7.6801,3.0937,16.186,18.208,3.3475,3.4062,3.0573,3.1485,5.2928,2.2419,5.1084,3.6508,14.805,5.686,13.615,18.634,1.4413,4.2375,2.2771,1,10,0,0,0,0,0,0,1
8,1,0,0,0,3,0,1,1,13.008,2.7893,15.102,4.3433,1.1215,1.2715,1.0275,7.3952,10.196,10.408,1.6538,11.253,2.7376,15.737,2.8732,17.722,10.207,16,14.473,17.977,1,10,1,1,0,0,0,0,0
9,0,0,0,0,-1,-1,-1,-1,0.048366,0.029499,0.052027,0.052981,0.064925,0.04673,0.056366,0.043703,0.052704,0.029113,0.053359,0.059988,0.046793,0.041166,0.071508,0.082164,0.028356,0.038463,0.039944,0.049104,6,10,0,0,0,0,0,0,0
-1,0,0,0,0,-1,-1,-1,-1,0.096866,0.18635,0.13691,1.7983,2.7726,0.094243,0.14666,0.9976,0.13038,0.31067,1.0299,0.19451,0.43412,0.2545,0.40626,0.19524,1.0725,0.16504,0.18231,0.13066,12,10,0,0,0,0,0,0,0
0,0,1,0,0,3,1,1,2,1.9813,4.5161,2.311,2.1612,4.6034,3.6882,3.2775,2.5552,4.4613,4.2689,4.3744,1.614,1.471,3.7599,1.7708,18.015,2.3395,2.6314,1.4227,1.4672,1,11,1,1,0,0,0,0,0
1,0,1,0,0,2,0,1,2,0.59175,0.89938,0.84591,0.57991,0.8287,0.56941,0.60329,0.74775,0.54995,0.68781,0.51072,0.8602,0.69878,0.65811,0.88592,0.92452,0.97329,0.97676,0.50315,0.61401,1,11,0,1,0,0,0,0,0
2,1,0,0,0,3,2,1,1,2.1302,4.7927,7.4882,2.8712,3.149,1.074,1.849,4.1532,1.2246,1.2755,1.9348,1.3782,3.1266,1.8187,3.0516,13.972,2.1846,3.9374,3.9517,1.7385,1,11,0,1,0,0,0,0,0
3,1,0,0,0,1,0,1,1,0.33441,0.18209,0.20761,0.2169,0.22846,0.43544,0.32676,0.40885,0.34294,0.34761,0.42187,0.27303,0.1858,0.28904,0.42074,0.41875,0.27411,0.49371,0.26876,0.34318,1,11,1,1,0,0,0,0,0
4,1,0,0,0,0,0,1,1,0.11851,0.061181,0.014725,0.0095086,0.15054,0.050938,0.0012335,0.12819,0.065407,0.018841,0.062672,0.036002,0.16366,0.061177,0.060887,0.15226,0.095687,0.034869,0.012427,0.077306,1,11,0,1,0,0,0,0,0
0,0,0,0,0,3,0,1,-1,2.8698,20.947,3.428,12.867,1.1018,19.641,1.9179,3.0082,7.6537,4.8812,6.2788,14.836,6.7546,2.1598,13.321,3.9876,4.4712,18.877,2.7898,18.995,1,12,1,1,0,0,0,0,0
1,0,0,0,0,2,1,1,-1,0.66194,0.63409,0.91504,0.57432,0.94422,0.70476,0.84233,0.51578,0.84846,0.63306,0.69935,0.96919,0.96502,0.81452,0.56325,0.60735,0.87896,0.7474,0.87553,0.90806,1,12,1,1,0,0,0,0,0
2,0,0,0,0,3,1,1,-1,9.4141,7.9204,1.7135,2.745,22.582,1.2871,9.0918,19.394,19.177,1.542,1.4967,3.9692,7.3104,15.019,9.5687,1.4731,1.4581,1.0973,1.0334,1.0776,1,12,1,1,0,0,0,0,0
3,0,0,0,0,2,1,1,-1,0.76632,0.52775,0.5453,0.87493,0.50974,0.5605,0.72865,0.59167,0.84955,0.53786,0.82505,0.86413,0.74408,0.64186,0.53379,0.51221,0.85337,0.59139,0.73881,0.69915,1,12,1,1,0,0,0,0,0
4,1,0,0,0,2,2,6,1,0.99397,0.74041,0.5378,0.82306,0.63076,0.58386,0.6449,0.7859,0.71172,0.64855,0.87543,0.99423,0.64857,0.52519,0.72608,0.66572,0.81552,0.62993,0.52582,0.52342,1,12,1,0,0,0,0,0,1
5,1,0,0,0,2,2,6,1,0.57708,0.96577,0.83027,0.78597,0.85503,0.54313,0.91779,0.85783,0.72948,0.56964,0.92291,0.88089,0.75672,0.67287,0.86093,0.57607,0.62945,0.59148,0.85156,0.93669,1,12,0,0,0,0,0,0,1
6,1,0,0,0,2,2,6,1,0.88812,0.70911,0.70381,0.76689,0.99011,0.92352,0.58672,0.50263,0.51631,0.82989,0.51328,0.74923,0.68946,0.63997,0.57053,0.69321,0.57622,0.56639,0.79454,0.60525,1,12,0,0,0,0,0,0,1
7,1,0,0,0,2,2,6,1,0.80039,0.6367,0.81917,0.52067,0.72502,0.76124,0.95944,0.6076,0.68333,0.50426,0.6837,0.85578,0.62913,0.6247,0.65253,0.60547,0.70829,0.87582,0.56807,0.64753,1,12,0,0,0,0,0,0,1
0,1,0,0,0,3,0,1,1,2.5018,5.5905,7.6536,4.7507,15.358,5.372,1.2441,4.4725,20.083,5.397,9.7136,9.3121,3.5957,10.511,1.2065,1.4918,1.0187,5.9401,12.571,7.5751,1,13,1,1,0,0,0,0,0
1,1,0,0,0,3,0,1,1,5.1274,6.0566,2.9782,7.8601,8.1536,5.5599,1.8212,2.9139,21.223,7.4123,4.9018,20.372,22.217,10.644,6.0043,4.1537,5.3164,3.5748,2.96,15.138,1,13,0,1,0,0,0,0,0
2,1,0,0,0,3,0,1,1,4.054,19.36,12.423,14.806,12.161,10.725,1.4561,1.7002,11.149,5.9329,1.2404,4.2242,1.1623,1.2345,3.2472,21.855,1.4776,3.7044,8.6206,2.5499,1,13,0,1,0,0,0,0,0
3,1,0,0,0,1,0,2,1,0.33963,0.22804,0.48532,0.20567,0.17754,0.36962,0.38922,0.35777,0.21528,0.16917,0.43796,0.4249,0.18292,0.46379,0.18183,0.45253,0.172,0.3028,0.30363,0.47365,1,13,1,0,1,0,0,0,0
4,1,0,0,0,3,0,2,1,13.312,8.6509,9.6466,21.933,12.445,3.1696,1.4007,6.3713,22.198,2.8337,21.69,2.5455,4.409,4.0834,1.9405,8.8117,13.167,1.0385,1.721,1.2333,1,13,0,0,1,0,0,0,0
5,1,0,0,0,0,0,2,1,0.0048467,0.064131,0.00025382,0.060988,0.084805,0.038023,0.10963,0.058663,0.00086134,0.011009,0.12884,0.042605,0.10778,0.0056255,0.096858,0.029436,0.050962,0.044307,0.028928,0.018582,1,13,0,0,1,0,0,0,0
6,1,0,0,0,1,0,2,1,0.42358,0.2282,0.32163,0.2526,0.3508,0.24897,0.18312,0.4982,0.41833,0.4524,0.37066,0.19064,0.21112,0.19585,0.49057,0.20569,0.31777,0.44672,0.17898,0.21155,1,13,0,0,1,0,0,0,0
7,1,0,0,0,1,0,2,1,0.43159,0.21207,0.33342,0.40913,0.26,0.35467,0.29499,0.29969,0.4302,0.18276,0.45561,0.26925,0.33235,0.31218,0.33277,0.37352,0.19991,0.16921,0.27557,0.17821,1,13,0,0,1,0,0,0,0
8,1,0,0,0,0,0,2,1,0.028438,0.0018419,0.01028,0.077939,0.03764,0.10472,0.018897,0.029152,0.06234,0.11133,0.11005,0.10087,0.16631,0.027797,0.090658,0.07122,0.1481,0.024051,0.0084034,0.048947,1,13,0,0,1,0,0,0,0
9,1,0,0,0,0,0,2,1,0.038708,0.054212,0.094792,0.057433,0.12039,0.07084,0.11587,0.05791,0.017777,0.14027,0.015798,0.00069748,0.063673,0.021154,0.038457,0.01203,0.00045251,0.0041878,0.12403,0.073454,1,13,0,0,1,0,0,0,0
10,1,0,0,0,0,0,2,1,0.062046,0.07868,0.045541,0.036639,0.034049,0.043985,0.1381,0.0097339,0.0066161,0.083625,0.10281,0.10739,0.087,0.014992,0.027107,0.11876,0.05403,0.046522,0.050704,0.011577,1,13,0,0,1,0,0,0,0
11,1,0,0,0,0,0,2,1,0.087853,0.025416,0.028851,0.15657,0.074391,0.040236,0.080377,0.054192,0.0014217,0.045876,0.045321,0.031384,0.098135,0.00077594,0.045245,0.031417,0.13255,0.013966,0.0005329,0.10773,1,13,0,0,1,0,0,0,0
12,1,0,0,0,0,0,2,1,0.097209,0.0093082,0.014276,0.020704,0.0012701,0.037147,0.051073,0.085156,0.077128,0.048584,0.12056,0.014413,0.061447,0.070708,0.062886,0.085271,0.0011182,0.036275,0.016709,0.075013,1,13,0,0,1,0,0,0,0
13,1,0,0,0,1,0,2,1,0.39833,0.20723,0.40791,0.17335,0.49944,0.17271,0.4213,0.43329,0.1752,0.33653,0.27757,0.21257,0.22862,0.39074,0.32575,0.37808,0.33509,0.46916,0.35366,0.29009,1,13,0,0,1,0,0,0,0
14,1,0,0,0,0,0,2,1,0.032963,0.0017144,0.0091625,0.097835,0.00017463,0.10233,0.029158,0.0027799,0.030445,0.0052623,0.075603,0.013078,0.11477,0.021319,0.029012,0.14176,0.06271,0.027711,0.090702,0.055338,1,13,0,0,1,0,0,0,0
15,1,0,0,0,2,0,2,1,0.68575,0.59422,0.86445,0.53713,0.84716,0.61325,0.65516,0.90022,0.74376,0.53268,0.9817,0.75418,0.61318,0.98707,0.86137,0.87532,0.55255,0.60826,0.92871,0.79193,1,13,0,0,1,0,0,0,0
16,1,0,0,0,1,1,2,1,0.47849,0.32299,0.4937,0.36367,0.33429,0.28003,0.17076,0.36455,0.38843,0.17897,0.16862,0.20171,0.22184,0.3171,0.22494,0.30159,0.2969,0.47351,0.30398,0.42166,1,13,0,0,1,0,0,0,0
17,1,0,0,0,1,0,2,1,0.3304,0.2756,0.29524,0.24121,0.18464,0.32806,0.27806,0.26471,0.244,0.20551,0.40601,0.26751,0.24954,0.40855,0.27107,0.28163,0.19214,0.19856,0.44508,0.46664,1,13,0,0,1,0,0,0,0
18,1,0,0,0,2,1,2,1,0.90118,0.56065,0.63073,0.64378,0.53314,0.6787,0.98002,0.50915,0.56342,0.63047,0.67543,0.77082,0.876,0.53445,0.57342,0.54542,0.76698,0.62689,0.51331,0.89344,1,13,0,0,1,0,0,0,0
19,1,0,0,0,1,1,2,1,0.23183,0.25743,0.33253,0.1885,0.338,0.46468,0.34562,0.46353,0.29308,0.21066,0.34505,0.18121,0.19666,0.25873,0.35164,0.28248,0.21772,0.29063,0.20371,0.43316,1,13,0,0,1,0,0,0,0
20,1,0,0,0,3,3,2,1,0.058696,0.40545,0.097998,0.30299,0.15434,0.17459,0.26584,0.34735,0.30274,0.12146,0.11963,0.10759,0.06835,0.078396,0.13003,0.12579,0.10595,0.09911,0.74477,0.098395,18,13,0,0,1,0,0,0,0
21,1,0,0,0,2,0,2,1,0.040107,0.057939,0.5355,0.056408,0.058447,0.031748,0.60577,0.045399,0.035751,0.036057,0.048333,0.052635,0.045886,0.048962,0.043752,0.03019,0.0547,0.041649,0.030254,0.033039,17,13,0,0,1,0,0,0,0
22,1,0,0,0,3,0,1,1,1.6508,0.55912,0.50791,0.35576,1.2548,0.88209,0.91875,1.8048,0.60971,0.46807,7.1837,2.1721,4.3197,1.7289,1.0629,2.9638,1.0963,0.76735,2.2028,0.33975,3,13,1,1,0,0,0,0,0
23,1,0,0,0,3,3,1,1,0.82157,0.9143,4.8883,0.35684,0.83217,0.90127,0.39965,0.57654,1.3196,2.054,1.8913,0.3907,0.96255,1.1439,1.1904,3.109,0.78502,1.2105,3.4087,0.37066,3,13,1,1,0,0,0,0,0
0,0,0,1,0,2,4,5,3,0.75192,0.74129,0.78707,0.54628,0.90826,0.5708,0.7812,0.59059,0.60693,0.64083,0.76867,0.58496,0.65287,0.73865,0.71823,0.78635,0.74694,0.5758,0.78491,0.79885,1,14,0,0,0,0,0,1,0
1,0,0,1,0,2,4,5,3,0.73409,0.97072,0.87518,0.73834,0.76597,0.71487,0.65084,0.51474,0.91753,0.57723,0.77302,0.5254,0.59924,0.63332,0.60131,0.5626,0.5581,0.81665,0.56493,0.91091,1,14,0,0,0,0,0,1,0
2,0,0,1,0,2,4,5,3,0.97117,0.99295,0.53958,0.66912,0.77817,0.59661,0.7773,0.62899,0.87826,0.577,0.59611,0.90601,0.54473,0.75524,0.60939,0.99483,0.73094,0.59368,0.71175,0.71117,1,14,0,0,0,0,0,1,0
3,0,0,1,0,3,4,2,3,1.1215,1.0973,3.8366,1.0444,1.8119,13.787,2.8468,1.0634,1.3857,3.5842,1.2769,4.491,3.4074,2.0248,1.0169,2.4271,3.2685,1.9451,5.1073,1.5228,1,14,0,0,1,0,0,0,0
4,0,0,1,0,3,4,2,3,2.224,1.3858,1.2478,1.2311,1.0101,1.7883,1.8474,1.1538,2.3502,18.076,2.7357,1.0165,3.4425,15.343,1.2138,5.9822,2.6047,1.9314,6.5688,16.698,1,14,0,0,1,0,0,0,0
5,0,0,1,0,3,4,2,3,2.3238,1.4841,2.5303,14.315,5.7288,22.063,1.4555,1.4624,1.1108,1.8593,11.241,1.8829,1.2978,6.2364,2.3172,5.5425,2.4114,15.447,1.6809,2.7503,1,14,0,0,1,0,0,0,0
6,0,0,1,0,3,4,2,3,1.1281,5.2447,2.1663,3.9754,8.9156,1.3813,2.5629,2.5893,2.7477,1.2752,2.3674,3.4966,1.0502,1.3111,7.4283,6.8458,6.4967,4.9154,1.959,1.098,1,14,0,0,1,0,0,0,0
7,0,0,1,0,3,4,2,3,8.4186,15.853,1.5978,5.3894,1.0506,4.0061,1.665,2.3335,3.8938,6.7134,1.6583,1.1186,21.395,7.1355,6.0288,2.046,5.0045,2.8193,1.7187,2.3981,1,14,0,0,1,0,0,0,0
8,0,0,1,0,3,4,2,3,7.4553,1.0002,1.0349,3.5449,4.9477,3.1285,1.4886,7.4014,8.0741,1.167,9.6296,4.585,1.1753,1.7418,1.2571,6.0157,1.1448,1.0789,6.8651,5.7977,1,14,1,0,1,0,0,0,0
9,0,0,1,0,3,4,2,3,1.9702,2.1016,1.2428,1.1403,2.1919,3.3481,8.7349,8.9053,3.4386,1.2755,4.2034,2.3054,10.083,1.4691,4.5885,1.3506,1.219,4.8055,1.3349,10.499,1,14,1,0,1,0,0,0,0
10,1,0,0,0,1,1,2,1,0.40042,0.28939,0.47977,0.218,0.23322,0.37112,0.29168,0.25386,0.2585,0.48089,0.46211,0.27048,0.32752,0.46685,0.29692,0.1764,0.19025,0.36344,0.31221,0.43819,1,14,0,0,1,0,0,0,0
11,1,0,0,0,1,1,2,1,0.19971,0.19521,0.37828,0.48832,0.47867,0.29436,0.33462,0.17884,0.17129,0.21756,0.347,0.19506,0.35422,0.3068,0.28114,0.46306,0.29992,0.31332,0.19488,0.48076,1,14,0,0,1,0,0,0,0
12,1,0,0,0,1,1,2,1,0.3381,0.25671,0.4687,0.21731,0.42542,0.2032,0.21535,0.45533,0.286,0.28194,0.2562,0.43853,0.3008,0.4203,0.31639,0.21004,0.32915,0.21243,0.31668,0.35429,1,14,0,0,1,0,0,0,0
13,1,0,0,0,3,0,1,1,2.6011,5.2654,17.27,5.6797,3.1678,1.6645,13.625,2.5048,4.5439,3.5988,3.0957,2.6135,1.0033,22.788,17.968,2.9555,10.229,5.472,4.4226,2.3694,1,14,1,1,0,0,0,0,0
0,1,0,0,0,0,1,6,1,0.039296,0.10884,0.11052,0.090586,0.0016363,0.065038,0.0065571,0.009499,0.13442,0.012137,0.098928,0.011601,0.0014853,0.066532,0.0071466,0.0024406,0.0266,0.008476,0.13084,0.03441,1,15,0,0,0,0,0,0,1
1,1,0,0,0,2,1,6,1,0.89762,0.80297,0.59004,0.80252,0.54892,0.68086,0.98418,0.72386,0.60475,0.97222,0.72876,0.96535,0.58432,0.71078,0.55345,0.56523,0.90148,0.86149,0.57483,0.9041,1,15,0,0,0,0,0,0,1
2,1,0,0,0,3,0,1,1,2.0908,1.0893,9.8583,18.784,2.3989,8.1756,3.023,13.89,1.7064,4.6369,5.6105,5.5124,1.9016,17.916,2.5227,4.7855,3.8888,10.111,14.805,6.1504,1,15,1,1,0,0,0,0,0
0,1,0,0,0,0,1,5,1,0.021739,0.0068835,0.0032662,0.023431,0.012717,0.0031476,0.061239,0.0099564,0.14972,0.16163,0.027102,0.15281,0.00023763,0.13453,0.066419,0.058224,0.020781,0.011851,0.058897,0.049826,1,16,0,0,0,0,0,1,0
1,0,1,0,0,3,2,6,2,0.074929,0.1504,0.12951,1.3842,1.2107,0.050194,0.19507,0.052165,0.30779,0.21378,0.092463,0.23005,0.26377,0.28725,0.4,0.05301,0.10459,0.47021,0.07687,0.60837,20,16,0,0,0,0,0,0,1
0,0,0,0,0,-1,-1,-1,-1,3.4497,5.4416,8.8833,3.809,2.765,4.1402,4.4499,2.6325,17.703,2.3438,12.878,2.5613,9.0344,1.0238,19.162,1.3639,6.2345,6.6677,4.5778,2.7552,1,17,0,0,0,0,0,0,0
0,1,0,0,0,3,0,1,1,3.3435,4.26,2.3419,3.4081,19.96,4.3212,5.3338,6.4686,2.2496,14.035,3.9521,19.386,5.722,22.449,3.5475,15.54,2.5622,1.0869,7.8057,13.664,1,18,1,1,0,0,0,0,0
1,1,0,0,0,3,0,1,1,13.233,1.3439,16.404,10.543,9.2278,7.6089,1.8238,4.415,2.6732,2.0692,1.8011,6.6421,2.6766,2.7887,16.457,13.832,6.356,3.3728,20.071,2.6432,1,18,1,1,0,0,0,0,0
2,1,0,0,0,3,0,1,1,23.111,16.112,1.2159,14.231,4.4726,2.5362,2.8041,2.2525,17.442,4.9127,7.0237,1.1597,4.0116,8.347,1.1709,22.553,3.99,9.1268,2.889,1.038,1,18,1,1,0,0,0,0,0
3,1,0,0,0,3,0,1,1,1.8352,3.5112,2.6913,21.091,10.294,1.0298,1.037,2.7013,6.7142,6.3133,3.9056,1.8847,2.4976,6.08,21.631,1.0385,1.0318,11.381,12.996,8.5711,1,18,1,1,0,0,0,0,0
4,1,0,0,0,3,0,1,1,2.4024,16.096,15.571,12.838,12.736,10.858,7.4678,2.0008,13.658,1.2179,16.141,2.5135,14.832,3.1089,1.1336,2.5702,13.128,5.5504,3.3136,1.4001,1,18,1,1,0,0,0,0,0
5,1,0,0,0,3,3,1,1,7.9475,2.5736,4.0641,16.143,1.3306,6.5312,18.468,6.4884,23.589,2.4798,1.2685,5.1626,7.4592,1.4426,3.798,3.5619,2.3122,3.7487,5.3794,1.2101,1,18,1,1,0,0,0,0,0
6,1,0,0,0,3,3,1,1,2.9211,7.7718,1.5206,6.4247,2.0085,1.0735,7.6921,3.4154,2.357,21.797,2.0115,1.4578,2.7322,19.255,6.1984,5.6818,2.918,3.3056,7.8854,4.1841,1,18,1,1,0,0,0,0,0
7,1,0,0,0,3,2,6,1,20.338,5.3236,4.8868,1.9984,3.194,4.1055,5.8303,14.572,1.7035,1.5198,13.164,1.5041,5.5519,6.7486,3.2908,1.5393,7.2816,14.669,5.1465,5.3547,1,18,1,0,0,0,0,0,1
8,0,1,0,0,2,3,5,2,0.98135,0.74098,0.53751,0.51332,0.91854,0.78468,0.61684,0.87366,0.55903,0.83853,0.58056,0.59196,0.59003,0.61705,0.54102,0.75524,0.7584,0.68293,0.55014,0.87788,1,18,0,0,0,0,0,1,0
9,1,0,0,0,3,1,6,1,4.323,13.28,13.194,3.8377,1.0212,1.3855,11.142,3.0487,2.018,1.6374,3.4245,1.0916,7.3723,17.373,2.2118,5.2447,2.9593,1.021,18.588,7.0511,1,18,0,0,0,0,0,0,1
10,1,0,0,0,3,3,1,1,13.757,5.5374,16.443,10.062,8.8095,5.0423,1.9697,2.1169,5.8956,1.1311,7.9877,1.8498,3.6885,3.9325,9.0591,10.289,3.6714,22.526,22.876,1.0549,1,18,1,1,0,0,0,0,0
11,1,0,0,0,3,3,1,1,3.1549,3.2465,3.0103,2.2054,11.624,5.1757,2.8264,17.468,9.212,2.1086,2.3784,1.8086,1.7213,2.8993,12.848,1.4507,4.7685,6.3205,16.536,3.4813,1,18,1,1,0,0,0,0,0
12,1,0,0,0,2,0,5,1,0.78786,0.73107,0.53304,0.67715,0.8496,0.73867,0.93036,0.87059,0.72872,0.80045,0.53582,0.70719,0.88847,0.82081,0.50924,0.8822,0.90567,0.90073,0.87186,0.75222,1,18,0,0,0,0,0,1,0
13,1,0,0,0,2,3,1,1,0.99002,0.92044,0.51666,0.70545,0.96173,0.76631,0.64032,0.57524,0.76365,0.67997,0.73399,0.61926,0.51372,0.88441,0.62684,0.50401,0.72309,0.87746,0.77584,0.7487,1,18,1,1,0,0,0,0,0
14,1,0,0,0,2,1,2,1,0.73768,0.6893,0.95638,0.55035,0.6546,0.60098,0.54035,0.99778,0.61543,0.56111,0.54613,0.62916,0.70141,0.56557,0.50425,0.66369,0.79638,0.56028,0.78142,0.75091,1,18,0,0,1,0,0,0,0
0,1,0,0,0,3,0,1,1,19.672,4.5341,5.0975,1.0759,3.7738,19.718,1.1456,1.7421,11.846,14.743,8.2335,12.632,22.229,1.7497,1.0582,2.7863,2.1911,14.524,2.1611,1.38,1,19,1,1,0,0,0,0,0
1,1,0,0,0,2,0,1,1,0.83557,0.76791,0.93778,0.62675,0.92808,0.72358,0.69083,0.91807,0.59101,0.92648,0.76566,0.5824,0.50154,0.73033,0.56061,0.97637,0.617,0.57558,0.78604,0.7474,1,19,1,1,0,0,0,0,0
2,1,0,0,0,3,0,1,1,5.2568,1.3465,7.4172,1.7879,9.4912,6.9338,7.5499,3.0783,8.5119,2.7204,3.6191,16.089,9.4231,3.2286,8.0149,4.2616,8.3809,11.639,5.0782,4.5239,1,19,1,1,0,0,0,0,0
3,0,1,0,0,3,2,6,2,5.2211,1.0887,1.0241,1.0236,1.5206,7.1359,1.8838,8.2777,3.326,1.9474,22.597,2.0211,5.6884,18.87,9.266,1.7536,19.834,2.2066,3.8916,9.777,1,19,0,0,0,0,0,0,1
4,1,0,0,0,0,2,6,1,0.1272,0.015857,0.000597,0.00055712,0.037619,0.024258,0.0092676,0.042364,0.03617,0.032096,0.036223,0.086517,0.0067836,0.0072276,0.0018132,0.031108,0.13567,0.13299,0.01232,0.019941,1,19,0,0,0,0,0,0,1
5,0,1,0,0,3,2,6,2,1.6092,7.7112,3.9122,2.0296,2.4302,2.871,2.8598,1.1875,1.0779,1.5559,1.4793,2.4656,3.2533,8.5247,2.9572,1.7153,5.9497,2.6827,1.067,13.835,1,19,0,0,0,0,0,0,1
6,0,1,0,0,3,2,6,2,2.6331,8.0247,2.3567,5.8774,2.6542,3.7787,5.7078,1.4966,2.044,1.7132,3.0726,3.461,1.1689,2.0824,16.67,11.185,1.0861,1.308,1.7252,4.2235,1,19,0,0,0,0,0,0,1
-1,0,0,0,0,-1,-1,-1,-1,0.75145,0.17649,0.36192,1.8834,0.68373,1.2319,0.28849,0.18479,0.84173,0.15165,0.20111,0.1446,2.054,0.43004,0.14789,11.044,0.26959,0.87483,5.0296,0.25639,7,19,0,0,0,0,0,0,0
0,1,0,0,0,0,1,2,1,0.16403,0.0041514,0.096999,0.12203,0.0028928,0.10378,0.013834,0.12787,0.020888,0.041624,0.096341,0.0065271,0.013305,0.025818,0.016099,0.11811,0.0006949,0.013808,0.010273,0.040906,1,20,0,0,1,0,0,0,0
1,1,0,0,0,0,1,2,1,0.033406,0.021906,0.021684,0.15088,0.013378,0.0012567,0.11794,0.060616,0.046098,0.024407,0.095131,0.041995,0.00027268,0.14724,0.11252,0.0095716,0.022413,0.098295,0.037495,0.0099593,1,20,0,0,1,0,0,0,0
2,1,0,0,0,0,1,2,1,0.075826,0.012304,0.10291,0.12599,0.11031,0.046463,0.020129,0.10364,0.077169,0.037964,0.12184,0.015526,0.12688,0.027833,0.051706,0.058651,0.012913,0.013083,0.042163,0.02849,1,20,0,0,1,0,0,0,0
3,0,1,0,0,1,2,5,2,0.45219,0.1691,0.37326,0.44432,0.26431,0.21176,0.23684,0.33176,0.41812,0.26996,0.20125,0.25185,0.45588,0.38109,0.2111,0.20442,0.17024,0.323,0.32187,0.49505,1,20,0,0,0,0,0,1,0
0,0,1,0,0,3,0,1,2,23.667,8.5273,3.2438,3.2305,4.9212,2.629,2.905,1.9451,3.6781,11.946,21.192,2.8023,5.5441,23.858,4.1746,18.191,10.55,1.7131,15.519,18.891,1,21,1,1,0,0,0,0,1
